0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.261120229309241170e-01 3.261120229309241170e-01 1.710744640912357784e-01 1.710744640912357784e-01 1.000000000000000000e+00 4.285700000000000065e-01 4.285700000000000065e-01 6.666699999999999848e-01 6.666699999999999848e-01
1.173341772381712722e-02 0.000000000000000000e+00 5.528226781690576130e-01 4.818250978500669968e-01 4.818250978500669968e-01 9.253815134567434930e-02 9.253815134567434930e-02 9.666148480183577307e-01 4.285700000000000065e-01 4.285700000000000065e-01 6.666699999999999848e-01 6.666699999999999848e-01
1.045348346316793131e-01 7.334574505425006663e-02 5.320589584156989460e-01 4.403918361709544538e-01 4.403918361709544538e-01 9.165192172621910993e-02 9.165192172621910993e-02 9.212323738528637174e-01 4.285700000000000065e-01 4.285700000000000065e-01 6.666699999999999848e-01 6.666699999999999848e-01
2.482086616975336391e-01 1.636613692533677722e-01 4.377773481881078732e-01 4.900643241078649348e-01 4.900643241078649348e-01 6.416319699348910222e-02 6.416319699348910222e-02 8.624011773086770472e-01 4.285700000000000065e-01 4.285700000000000065e-01 6.666699999999999848e-01 6.666699999999999848e-01
2.482086616975336391e-01 1.636613692533677722e-01 4.377773481881078732e-01 4.900643241078649348e-01 4.900643241078649348e-01 6.416319699348910222e-02 6.416319699348910222e-02 8.624011773086770472e-01 4.285700000000000065e-01 4.285700000000000065e-01 6.666699999999999848e-01 6.666699999999999848e-01
0.000000000000000000e+00 3.333333333333333703e-01 3.333333333333333703e-01 3.059088734854957803e-01 3.059088734854957803e-01 1.186275628835771201e-01 1.186275628835771201e-01 5.832693194867285547e-01 4.285700000000000065e-01 4.285700000000000065e-01 6.666699999999999848e-01 6.666699999999999848e-01
2.222222222222222099e-01 7.777777777777777901e-01 2.222222222222222099e-01 5.082793108104025626e-01 5.082793108104025626e-01 1.991066096515936024e-01 1.991066096515936024e-01 7.589858395210955511e-01 4.285700000000000065e-01 4.285700000000000065e-01 6.666699999999999848e-01 6.666699999999999848e-01
1.111111111111111049e-01 8.888888888888888395e-01 1.111111111111111049e-01 4.380334980690315239e-01 4.380334980690315239e-01 1.371217953460908690e-01 1.371217953460908690e-01 8.674123880241091378e-01 4.285700000000000065e-01 4.285700000000000065e-01 6.666699999999999848e-01 6.666699999999999848e-01
4.709966433921626838e-01 6.528796764050741608e-01 1.346610182499395902e-01 7.574154236391980044e-01 7.574154236391980044e-01 4.222304270123763970e-01 4.222304270123763970e-01 8.888888888888888395e-01 4.285700000000000065e-01 4.285700000000000065e-01 6.666699999999999848e-01 6.666699999999999848e-01
4.511013554756561073e-01 5.712697168544399462e-01 1.816070891478107630e-01 7.877384956842983232e-01 7.877384956842983232e-01 4.093591755388809594e-01 4.093591755388809594e-01 7.777777777777777901e-01 4.285700000000000065e-01 4.285700000000000065e-01 6.666699999999999848e-01 6.666699999999999848e-01
4.028778978731745175e-01 5.042215019054836489e-01 3.604570067708366965e-01 8.796602825887922528e-01 8.796602825887922528e-01 5.477334296916284151e-01 5.477334296916284151e-01 8.159304990855613671e-01 4.285700000000000065e-01 4.285700000000000065e-01 6.666699999999999848e-01 6.666699999999999848e-01
3.759441306294006302e-01 5.164197978215767648e-01 2.834017979078243821e-01 7.955073792166452717e-01 7.955073792166452717e-01 6.973709588371859169e-01 6.973709588371859169e-01 8.286030856641501963e-01 4.285700000000000065e-01 4.285700000000000065e-01 6.666699999999999848e-01 6.666699999999999848e-01
2.272587262634072625e-01 3.933739400379505091e-01 4.444444444444444198e-01 6.780128533790947820e-01 6.780128533790947820e-01 8.408248191944169836e-01 8.408248191944169836e-01 5.097302395071459102e-01 4.285700000000000065e-01 4.285700000000000065e-01 6.666699999999999848e-01 6.666699999999999848e-01
2.351485459980588166e-01 3.650591386845389863e-01 5.492525956145630772e-01 6.423811832625037077e-01 6.423811832625037077e-01 8.850869095325689662e-01 8.850869095325689662e-01 4.444444444444444198e-01 4.285700000000000065e-01 4.285700000000000065e-01 6.666699999999999848e-01 6.666699999999999848e-01
2.821782551976705355e-01 3.569124687116046468e-01 6.591031147374756261e-01 7.317858874468777808e-01 7.317858874468777808e-01 9.138151821494266969e-01 9.138151821494266969e-01 3.333333333333333703e-01 4.285700000000000065e-01 4.285700000000000065e-01 6.666699999999999848e-01 6.666699999999999848e-01
