7.297118753194808960e-02 7.532503008842468262e-01 6.108098030090332031e-01 7.577181458473205566e-01 3.208658993244171143e-01 3.479293584823608398e-01 9.910832643508911133e-01 9.925030469894409180e-01 9.954193830490112305e-01
9.981306642293930054e-02 5.019078850746154785e-01 9.320774078369140625e-01 7.590320110321044922e-01 3.059697449207305908e-01 2.980124056339263916e-01 9.838058948516845703e-01 9.793066978454589844e-01 9.914782643318176270e-01
4.030021280050277710e-02 1.931553483009338379e-01 8.286214470863342285e-01 5.445769429206848145e-01 1.704922467470169067e-01 2.315941303968429565e-01 7.607742547988891602e-01 7.070109248161315918e-01 9.960578680038452148e-01
4.682647064328193665e-02 5.483654141426086426e-01 6.729467511177062988e-01 2.842485010623931885e-01 1.061570495367050171e-01 8.857618272304534912e-02 5.190085768699645996e-01 4.531533420085906982e-01 9.966530203819274902e-01
4.866247624158859253e-02 4.598919749259948730e-01 3.172912299633026123e-01 6.105648279190063477e-01 1.984218358993530273e-01 1.285070031881332397e-01 8.524256944656372070e-01 8.688467144966125488e-01 9.966863989830017090e-01
9.712528586387634277e-01 9.809108376502990723e-01 1.034961082041263580e-03 9.688317179679870605e-01 3.619544208049774170e-01 1.727340370416641235e-01 6.016968488693237305e-01 3.904667794704437256e-01 2.593809179961681366e-02
9.772900342941284180e-01 9.825721979141235352e-01 1.435322483303025365e-04 9.764526486396789551e-01 4.297600388526916504e-01 1.017148941755294800e-01 1.656203418970108032e-01 6.650026142597198486e-02 1.106132767745293677e-04
9.997244477272033691e-01 9.980207681655883789e-01 1.786932671166141517e-06 9.995450377464294434e-01 8.581621199846267700e-02 2.806605771183967590e-02 9.896184802055358887e-01 1.093379035592079163e-02 5.068931496765571865e-09
9.981563687324523926e-01 6.278743147850036621e-01 1.325823948718607426e-03 9.923296570777893066e-01 8.552693724632263184e-01 6.132757663726806641e-01 1.892356723546981812e-01 8.632814139127731323e-02 2.681476529687643051e-03
9.874083995819091797e-01 5.660095214843750000e-01 1.062740758061408997e-02 9.940668344497680664e-01 6.522662639617919922e-01 5.424740910530090332e-01 5.571035742759704590e-01 3.551486432552337646e-01 1.984414756298065186e-01
9.841423630714416504e-01 8.580356836318969727e-01 1.751831965520977974e-03 9.953166246414184570e-01 5.383740067481994629e-01 4.101800620555877686e-01 5.345745682716369629e-01 2.661615610122680664e-01 1.722912676632404327e-02
9.858901500701904297e-01 9.520809054374694824e-01 1.332768122665584087e-03 9.907808899879455566e-01 5.140573978424072266e-01 3.687443435192108154e-01 5.198779106140136719e-01 2.585100829601287842e-01 5.311251804232597351e-02
9.961701035499572754e-01 9.603425860404968262e-01 4.755426925839856267e-05 9.934794902801513672e-01 6.907119750976562500e-01 2.883096635341644287e-01 9.454805403947830200e-02 3.387709707021713257e-02 3.238005447201430798e-04
9.984834790229797363e-01 9.553328752517700195e-01 6.250120804907055572e-06 9.897843003273010254e-01 5.757068991661071777e-01 2.494060248136520386e-01 6.539379060268402100e-02 2.485302835702896118e-02 5.604210855381097645e-06
9.998446702957153320e-01 9.880196452140808105e-01 7.068146260280627757e-06 9.964594244956970215e-01 2.405856400728225708e-01 6.830327957868576050e-02 5.058244466781616211e-01 4.181788861751556396e-02 6.983044187336417963e-08
9.998595714569091797e-01 9.895808100700378418e-01 6.659232167294248939e-05 9.809682965278625488e-01 4.303324520587921143e-01 2.304486185312271118e-01 2.944146469235420227e-02 1.663218252360820770e-02 1.285335656575625762e-06
9.993544220924377441e-01 9.221453666687011719e-01 6.372313364408910275e-04 9.893370866775512695e-01 4.314675331115722656e-01 1.385656893253326416e-01 9.765617549419403076e-03 4.414048977196216583e-03 4.522865128819830716e-05
9.981897473335266113e-01 9.680150151252746582e-01 3.473042976111173630e-03 9.727473258972167969e-01 1.685843169689178467e-01 9.681466221809387207e-02 5.798121541738510132e-02 5.037901923060417175e-02 1.788805238902568817e-02
9.754953980445861816e-01 9.640429019927978516e-01 8.407020941376686096e-03 8.393970131874084473e-01 1.721791177988052368e-01 1.561088562011718750e-01 2.112370729446411133e-01 5.377320051193237305e-01 4.869440793991088867e-01
7.306196689605712891e-01 9.967883825302124023e-01 1.557925902307033539e-02 8.532091975212097168e-01 1.837751120328903198e-01 1.761692911386489868e-01 5.063614845275878906e-01 7.031673192977905273e-01 9.503487944602966309e-01
3.999261260032653809e-01 9.992984533309936523e-01 1.266605313867330551e-02 7.980849146842956543e-01 1.020072624087333679e-01 6.736326962709426880e-02 7.784813046455383301e-01 8.312083482742309570e-01 9.938270449638366699e-01
